module,type,name,res_id,src,value,comments
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""fa fa-lightbulb-o fa-2x""/>
                                Everything is editable in your Odoo website. Feel free to edit any page title, field or button label. Simply hit *Edit* in upper-right corner to start editing the page.","<span class=""fa fa-lightbulb-o fa-2x""/>
                               Semuanya dapat diedit di situs web Odoo Anda. Jangan ragu untuk mengedit judul halaman, bidang, atau label tombol. Cukup tekan * Edit * di pojok kanan atas untuk mulai mengedit halaman. ",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""fa fa-lightbulb-o fa-2x""/>
                                Offering free delivery with a minimum amount or minimum number of items should drive up your average order value and help to compensate for the delivery costs.","<span class=""fa fa-lightbulb-o fa-2x""/>
                                Menawarkan pengiriman gratis dengan jumlah minimum atau jumlah minimum item akan meningkatkan nilai pesanan rata-rata Anda dan membantu mengkompensasi biaya pengiriman. ",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""fa fa-lightbulb-o fa-2x""/>
                                You can create different rates based on order amount ranges (e.g. $10 up to a $50 order, then $5 beyond).","<span class=""fa fa-lightbulb-o fa-2x""/>
                                Anda dapat membuat tarif berbeda berdasarkan rentang jumlah pesanan (mis. $ 10 hingga pesanan $ 50, lalu $ 5 lebih). ",
website_sale,model,"ir.ui.view,arch_db",website_sale.continue_shopping,"<span class=""fa fa-long-arrow-left""/>
                <span class=""hidden-xs"">Continue Shopping</span>
                <span class=""visible-xs-inline"">Continue</span>","<span class=""fa fa-long-arrow-left""/>
                <span class=""hidden-xs"">lanjut belanja</span>
                <span class=""visible-xs-inline"">lanjut</span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.address,"<span class=""fa fa-long-arrow-left""/> Back","<span class=""fa fa-long-arrow-left""/> kembali",
website_sale,model,"ir.ui.view,arch_db",website_sale.checkout,"<span class=""fa fa-long-arrow-left""/> Return to Cart","<span class=""fa fa-long-arrow-left""/> kembali ke troli",
website_sale,model,"ir.ui.view,arch_db",website_sale.cart,"<span class=""hidden-xs"">Process Checkout</span>
                                <span class=""visible-xs-inline"">Checkout</span>
                                <span class=""fa fa-long-arrow-right""/>","<span class=""hidden-xs"">Process Checkout</span>
                                <span class=""visible-xs-inline"">Checkout</span>
                                <span class=""fa fa-long-arrow-right""/>",
website_sale,model,"ir.ui.view,arch_db",website_sale.payment,"<span class=""js_radio fa fa-circle-o""/>&amp;nbsp;","<span class=""js_radio fa fa-circle-o""/>&amp;nbsp;",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Import a file</strong><br/>
                                        <span class=""small"">Recommended if &gt;50 items</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57408;""/>
                                        <strong>Impor file</strong><br/>
                                        <span class=""small"">Direkomendasikan jika & gt;50 item</span>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> Create manually</strong><br/>
                                        <span class=""small"">Recommended if &lt;50 items</span>
                                    </span>","<span class=""panel-title"">
                                        <span class=""fa"" data-icon=""&#57440;""/>
                                        <strong> buat secara manual</strong><br/>
                                        <span class=""small"">Direkomendasikan jika &lt;50 item</span>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong> Cross-selling</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong> Cross-selling</strong>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong> Rules &amp; Formulas</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong> Ketentuan &amp; Rumus</strong>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>Average baskets are &gt; 5 items?</strong><br/>
                                            <span class=""small""/>
                                    </span>","<span class=""panel-title"">
                                        <strong>Rata-rata keranjang & gt; 5 item?</strong><br/>
                                            <span class=""small""/>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>Destination-based</strong><br/>
                                            <span class=""small"">Most common</span>
                                    </span>","<span class=""panel-title"">
                                        <strong>Berbasis tujuan</strong><br/>
                                            <span class=""small"">Paling umum</span>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>Origin-based</strong><br/>
                                        <span class=""small"">in some US states, etc.</span>
                                    </span>","<span class=""panel-title"">
                                        <strong>Berbasis asal</strong><br/>
                                        <span class=""small"">di beberapa negara bagian AS, dll.</span>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>Several Prices</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Beberapa Harga</strong>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>Unique Price</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Harga unik</strong>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>Upselling</strong>
                                    </span>","<span class=""panel-title"">
                                        <strong>Upselling</strong>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>You are in the US?</strong><br/>                                        
                                    </span>","<span class=""panel-title"">
                                        <strong>Anda berada di AS?</strong><br/>                                        
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                        <strong>You have a broad catalog?</strong><br/>
                                    </span>","<span class=""panel-title"">
                                        <strong>Anda memiliki katalog yang luas?</strong><br/>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                    <span class=""fa fa-check-square-o""/>
                                    <strong>Customize you product catalog</strong><br/>
                                        <span class=""small""/>
                                </span>","<span class=""panel-title"">
                                    <span class=""fa fa-check-square-o""/>
                                    <strong>Sesuaikan katalog produk Anda</strong><br/>
                                        <span class=""small""/>
                                </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                    <span class=""fa fa-check-square-o""/>
                                    <strong>Included vs. excluded in product prices</strong><br/>
                                        <span class=""small""/>
                                </span>","<span class=""panel-title"">
                                    <span class=""fa fa-check-square-o""/>
                                    <strong>Disertakan vs. dikecualikan dalam harga produk</strong><br/>
                                        <span class=""small""/>
                                </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                    <span class=""fa fa-check-square-o""/>
                                    <strong>Origin-based vs. destination-based</strong><br/>
                                        <span class=""small""/>                                    
                                </span>","<span class=""panel-title"">
                                    <span class=""fa fa-check-square-o""/>
                                    <strong>Berbasis asal vs. berbasis tujuan</strong><br/>
                                        <span class=""small""/>                                    
                                </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title"">
                                <span class=""fa fa-check-square-o""/>
                                <strong>Customize the checkout process</strong><br/>
                                    <span class=""small""/>
                            </span>","<span class=""panel-title"">
                                <span class=""fa fa-check-square-o""/>
                                <strong>Sesuaikan proses pembayaran</strong><br/>
                                    <span class=""small""/>
                            </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title""><span class=""fa fa-cc-paypal""/><strong> Paypal</strong>
                                    <span class=""small"">Recommended for Starters</span>
                                    </span>","<span class=""panel-title""><span class=""fa fa-cc-paypal""/><strong> Paypal</strong>
                                    <span class=""small"">Direkomendasikan untuk Pemula</span>
                                    </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title""><span class=""fa fa-credit-card""/><strong> Authorize.net, Ingenico, etc.</strong></span>","<span class=""panel-title""><span class=""fa fa-credit-card""/><strong> Authorize.net, Ingenico, dll.</strong></span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title""><span class=""fa fa-lock""/><strong>Wire transfer</strong> (slow and inefficient)</span>","<span class=""panel-title""><span class=""fa fa-lock""/><strong>Transfer rekening</strong> (lambat dan tidak efisien)</span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title""><span class=""fa fa-shopping-cart""/><strong>At cost price</strong> (customer pays what you pay)<br/>
                            <span class=""small"">Advised if your packs vary in size/weight and/or if you ship worldwide</span>
                            </span>","<span class=""panel-title""><span class=""fa fa-shopping-cart""/><strong>  Dengan harga biaya</strong> (pelanggan membayar apa yang Anda bayar)<br/>
                            <span class=""small"">Diberitahukan jika paket Anda bervariasi dalam ukuran / berat dan / atau jika Anda mengirim ke seluruh dunia</span>
                            </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title""><span class=""fa fa-smile-o""/><strong> Free delivery</strong><br/>
                            </span>","<span class=""panel-title""><span class=""fa fa-smile-o""/><strong> Pengiriman gratis</strong><br/>
                            </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<span class=""panel-title""><span class=""fa fa-table""/><strong> Flat rates</strong> (everybody pays the same)<br/>
                            <span class=""small"">Advised if you target a local audience</span>
                            </span>","<span class=""panel-title""><span class=""fa fa-table""/><strong> tarif tetap</strong> (semua orang membayar sama)<br/>
                            <span class=""small"">Disarankan jika Anda menargetkan audiens lokal</span>
                            </span>",
website_sale,model,"ir.ui.view,arch_db",website_sale.address,"<span>Next </span><span class=""fa fa-long-arrow-right""/>","<span>Lanjut </span><span class=""fa fa-long-arrow-right""/>",
website_sale,model,"ir.ui.view,arch_db",website_sale.sort,"<span>Sort by</span>
                    <span class=""caret""/>","<span>Sortir dengan</span>
                    <span class=""caret""/>",
website_sale,model,"ir.ui.view,arch_db",website_sale.suggested_products_list,<strong>Add to Cart</strong>,<strong>Masukkan ke keranjang</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Bonuses:</strong> what you get on top of the offer,<strong>Bonus:</strong> apa yang Anda dapatkan di atas penawaran,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<strong>Call-to-action</strong> short and clear: Add to Cart, Ask for quote, etc.","<strong>Call-to-action</strong> singkat dan jelas: Tambahkan ke Keranjang, Minta penawaran, etc.",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Cons:</strong>,<strong>Kekurangan:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Cons:</strong> customers have to check out to find out the delivery price.,<strong>Kekurangan:</strong> pelanggan harus memeriksa untuk mengetahui harga pengiriman.,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Cons:</strong> may be discouraging for your cheapest items,<strong>Kekurangan:</strong> mungkin mengecewakan untuk barang termurah Anda,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Cons:</strong> will require you to either absorb the cost or slightly increase your prices to cover it.,<strong>Kekurangan:</strong> akan meminta Anda untuk menanggung biaya atau sedikit menaikkan harga untuk menutupinya. Anda akan diminta untuk menanggung biaya atau sedikit menaikkan harga untuk menutupinya.,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Features and benefits:</strong> what the product does and why that is good,<strong>Fitur dan keuntungan:</strong> apa yang produk lakukan dan mengapa itu bagus,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<strong>For complex imports</strong> (&gt;5000 items, product variants, pictures, etc.):","<strong>Untuk impor yang kompleks</strong> (item &gt;5000, varian produk, gambar, dll.):",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>High-quality pictures</strong>,<strong>Gambar berkualitas tinggi</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<strong>Key features, emotional and commercial content</strong><br/>
                            Recommended for at least your top products, because it may have a big impact on your sales and conversion rates.","<strong>Fitur utama, konten emosional dan komersial</strong><br/>
                            Direkomendasikan untuk setidaknya produk teratas Anda, karena mungkin berdampak besar pada penjualan dan rasio konversi Anda. ",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Mandatory content</strong><br/>,<strong>Konten wajib</strong><br/>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Next actions:</strong>,<strong>Tindakan berikutnya:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.confirmation,<strong>Order Details:</strong>,<strong>Detail pesanan:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.confirmation,<strong>Payment Method:</strong>,<strong>Cara Pembayaran:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.report_shop_saleorder_document,<strong>Payment Method:</strong>,<strong>Cara Pembayaran:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.confirmation,<strong>Payment information:</strong>,<strong>Informasi Pembayaran:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Price</strong> with currency,<strong>Harga</strong> dengan mata uang,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Product/Service name</strong>,<strong>Nama Produk / Layanan</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Pros:</strong>,<strong>Kelebihan:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Pros:</strong> being transparent about your charges can help you gain the trust of your customers.,<strong>Kelebihan:</strong> bersikap transparan tentang tagihan Anda dapat membantu Anda mendapatkan kepercayaan dari pelanggan Anda.,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Pros:</strong> gives you a significant advantage over any competitors that don't offer the same perk.,<strong>Kelebihan:</strong> memberi Anda keuntungan yang signifikan dibandingkan pesaing yang tidak menawarkan keuntungan yang sama.,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Pros:</strong> simple to understand,<strong>Kelebihan:</strong> mudah dimengerti,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<strong>Reassurance arguments</strong><br/>
                            Anticipate your customers questions &amp; worries on practical details like shipping rates &amp; policies, return &amp; replacement policies, payment methods &amp; security and your","<strong>Argumen kepastian</strong><br/>
                            Antisipasi pertanyaan & kekhawatiran pelanggan Anda tentang detail praktis seperti kebijakan amp & tarif pengiriman, kebijakan pengembalian & penggantian amp, metode pembayaran & amp keamanan, dan ",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>See it in action in Odoo</strong><br/>,<strong>Lihat aksinya di Odoo</strong><br/>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Short description</strong>,<strong>Deskripsi Singkat</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Technical information:</strong> what do you get and how does it work?,<strong>Informasi teknis:</strong> apa yang Anda dapatkan dan bagaimana cara kerjanya ?,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"<strong>Tip for B2B users:</strong> you can create new manually-processed payment methods (check, purchase order, etc.) by renaming 'Wire Transfer' or duplicating it.","<strong>Tip untuk pengguna B2B:</strong> Anda dapat membuat metode pembayaran baru yang diproses secara manual (cek, pesanan pembelian, dll.) dengan mengganti nama 'Transfer Bank' atau menggandakannya. ",
website_sale,model,"ir.ui.view,arch_db",website_sale.confirmation,<strong>Total:</strong>,<strong>Total:</strong>,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Value proposition:</strong> what’s the end-benefit of this product and who is it for?,<strong>Proposisi nilai:</strong> apa manfaat akhir dari produk ini dan untuk siapa ?,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,<strong>Variants</strong> like size or color,<strong>Varian</strong> seperti ukuran atau warna,
website_sale,model,"ir.ui.view,arch_db",website_sale.terms,A <b>Governing Law</b> will inform users which laws govern the agreement. This should the country in which your company is headquartered or the country from which you operate your web site and mobile app.,A <b>Peraturan pemerintah</b> akan memberi tahu pengguna hukum mana yang mengatur perjanjian. Ini harus negara tempat perusahaan Anda berkantor pusat atau negara tempat Anda mengoperasikan situs web dan aplikasi seluler Anda.,
website_sale,model,"ir.ui.view,arch_db",website_sale.terms,"A <b>Limit What Users Can Do</b> clause can inform users that by agreeing to use your service, they’re also agreeing to not do certain things. This can be part of a very long and thorough list in your Terms and Conditions agreements so as to encompass the most amount of negative uses.","A <b>Batasi Yang Dapat Dilakukan Pengguna</b> klausul dapat memberi tahu pengguna bahwa dengan menyetujui untuk menggunakan layanan Anda, mereka juga setuju untuk tidak melakukan hal-hal tertentu. Ini dapat menjadi bagian dari daftar yang sangat panjang dan menyeluruh dalam perjanjian Persyaratan dan Ketentuan Anda untuk mencakup penggunaan negatif terbanyak. ",
website_sale,model,"ir.ui.view,arch_db",website_sale.terms,A <b>Links To Other Web Sites</b> clause will inform users that you are not responsible for any third party web sites that you link to. This kind of clause will generally inform users that they are responsible for reading and agreeing (or disagreeing) with the Terms and Conditions or Privacy Policies of these third parties.,A <b>Tautan ke Situs Web Lain</b> klausul akan memberi tahu pengguna bahwa Anda tidak bertanggung jawab atas situs web pihak ketiga mana pun yang Anda tautkan. Klausul semacam ini umumnya akan memberi tahu pengguna bahwa mereka bertanggung jawab untuk membaca dan menyetujui (atau tidak setuju) dengan Syarat dan Ketentuan atau Kebijakan Privasi dari pihak ketiga ini.,
website_sale,model,"ir.ui.view,arch_db",website_sale.terms,A <b>Termination</b> clause will inform that users’ accounts on your website and mobile app or users’ access to your website and mobile (if users can’t have an account with you) can be terminated in case of abuses or at your sole discretion.,A <b>Penghentian</b> klausul akan menginformasikan bahwa akun pengguna di situs web dan aplikasi seluler Anda atau akses pengguna ke situs web dan seluler Anda (jika pengguna tidak dapat memiliki akun dengan Anda) dapat dihentikan jika terjadi penyalahgunaan atau atas kebijaksanaan Anda sendiri.,
website_sale,model,"ir.ui.view,arch_db",website_sale.extra_info,A document to provide ?,Sebuah dokumen untuk diberikan?,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,A few % discount can bring you twice more customers! Here are a few kinds of discounts to boost your sales:,Diskon beberapa% dapat memberi Anda dua kali lebih banyak pelanggan! Berikut adalah beberapa jenis diskon untuk meningkatkan penjualan Anda :,
website_sale,selection,"website.config.settings,sale_pricelist_setting_split_1",0,A single sales price per product,Hanya satu daftar harga tiap produk,
website_sale,model,"ir.ui.menu,name",website_sale.menu_orders_abandonned_orders,Abandonned Orders,Pesanan yang Ditinggalkan,
website_sale,model,"ir.actions.act_window,name",website_sale.action_abandonned_orders_ecommerce,Abandonned eCommerce Orders,Pesanan eCommerce Terbengkalai,
website_sale,model,"ir.model.fields,help",website_sale.field_product_product_accessory_product_ids,"Accessories show up when the customer reviews the cart before paying (cross-sell strategy, e.g. for computers: mouse, keyboard, etc.). An algorithm figures out a list of accessories based on all the products added to cart.","Aksesori muncul saat pelanggan mengulas keranjang sebelum membayar (strategi jual-silang, misalnya untuk komputer: mouse, keyboard, dll.). Algoritme menghitung daftar aksesori berdasarkan semua produk yang ditambahkan ke keranjang.",
website_sale,model,"ir.model.fields,help",website_sale.field_product_template_accessory_product_ids,"Accessories show up when the customer reviews the cart before paying (cross-sell strategy, e.g. for computers: mouse, keyboard, etc.). An algorithm figures out a list of accessories based on all the products added to cart.","Aksesori muncul saat pelanggan mengulas keranjang sebelum membayar (strategi jual-silang, misalnya untuk komputer: mouse, keyboard, dll.). Algoritme menghitung daftar aksesori berdasarkan semua produk yang ditambahkan ke keranjang.",
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"Accessories: screen, mouse","Accessories: screen, mouse",
website_sale,model,"ir.model.fields,field_description",website_sale.field_product_product_accessory_product_ids,Accessory Products,Produk aksesori,
website_sale,model,"ir.model.fields,field_description",website_sale.field_product_template_accessory_product_ids,Accessory Products,Produk aksesori,
website_sale,model,"ir.model.fields,field_description",website_sale.field_website_config_settings_module_portal,Activate the customer portal,Aktifkan portal pelanggan,
website_sale,model,"ir.model.fields,field_description",website_sale.field_website_config_settings_module_website_sale_delivery,Add Delivery Costs to Online Sales,Tambahkan Ongkos Kirim ke Penjualan Daring,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,"Add a step to request some extra customer data (picking preferences, etc.)","Tambahkan langkah untuk meminta beberapa data pelanggan tambahan (memilih preferensi, dll.)",
website_sale,model,"ir.ui.view,arch_db",website_sale.product,Add to Cart,Tambah ke Troli,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,Add to Cart button,Tambahkan ke tombol Troli,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,Address,Alamat,
website_sale,model,"ir.model.fields,help",website_sale.field_product_product_availability,Adds an availability status on the web product page.,Menambahkan status ketersediaan pada halaman produk web.,
website_sale,model,"ir.model.fields,help",website_sale.field_product_template_availability,Adds an availability status on the web product page.,Menambahkan status ketersediaan pada halaman produk web.,
website_sale,selection,"website.config.settings,sale_pricelist_setting_split_2",0,"Advanced pricing based on formulas (discounts, margins, rounding)","Penetapan harga lanjutan berdasarkan rumus (diskon, margin, pembulatan)",
website_sale,model,"ir.ui.view,arch_db",website_sale.option_collapse_products_categories,All Products,Semua Produk,
website_sale,model,"ir.ui.view,arch_db",website_sale.products_categories,All Products,Semua Produk,
website_sale,model,"ir.model.fields,help",website_sale.field_product_pricelist_selectable,Allow the end user to choose this price list,Izinkan pengguna akhir untuk memilih daftar harga ini,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_sale_pricelist_form_view,Allow to use on,Izinkan untuk digunakan pada,
website_sale,model,"ir.model.fields,help",website_sale.field_website_config_settings_group_sale_pricelist,"Memungkinkan untuk mengelola harga yang berbeda berdasarkan aturan per kategori pelanggan.
                Example: 10% for retailers, promotion of 5 EUR on this product, etc.","Ijinkan mengelola daftar harga yang berbeda-beda tiap kategori pelanggan.
Contoh: 10% untuk toko, promo 5 EUR untuk produk ini, dll.",
website_sale,model,"ir.model.fields,field_description",website_sale.field_product_product_alternative_product_ids,Alternative Products,Produk alternatif,
website_sale,model,"ir.model.fields,field_description",website_sale.field_product_template_alternative_product_ids,Alternative Products,Produk alternatif,
website_sale,model,"ir.ui.view,arch_db",website_sale.recommended_products,Alternative Products:,Produk alternatif:,
website_sale,code,addons/website_sale/static/src/xml/website_sale_dashboard.xml,31,Amount,Jumlah,openerp-web
website_sale,model,"ir.ui.view,arch_db",website_sale.reduction_code,Apply,Terapkan,
website_sale,model,"ir.ui.view,arch_db",website_sale.website_planner,Apply multi-currencies,Menerapkan multi mata uang,
website_sale,model,"ir.model.fields,field_description",website_sale.field_product_product_availability,Availability,Ketersediaan,
website_sale,model,"ir.model.fields,field_description",website_sale.field_product_template_availability,Availability,Ketersediaan,
website_sale,model,"ir.model.fields,field_description",website_sale.field_product_product_availability_warning,Availability Warning,Peringatan Ketersediaan,
